50.00000000	0.66901326	3.95225108
50.20000000	0.37930668	3.95403476
50.40000000	0.50283416	3.83255775
50.60000000	0.14262552	4.22819132
50.80000000	0.55757032	4.20711364
51.00000000	0.56110590	4.19126592
51.20000000	0.37337546	3.90849523
51.40000000	0.20927975	4.49435347
51.60000000	0.74111830	4.39972985
51.80000000	0.60375030	4.08367585
52.00000000	0.39100183	4.07284688
52.20000000	0.21586051	4.54925093
52.40000000	0.52460931	4.35753566
52.60000000	0.59895298	4.68283316
52.80000000	0.47786856	4.52591317
53.00000000	1.03161529	4.55855922
53.20000000	0.47178334	4.21882901
53.40000000	0.55073987	4.58367082
53.60000000	0.63992151	4.39169756
53.80000000	0.34862785	4.50709270
54.00000000	0.45267481	4.57517058
54.20000000	0.38944679	4.78028157
54.40000000	0.65667356	4.77331868
54.60000000	0.57993460	4.62667854
54.80000000	0.65914110	4.83853982
55.00000000	0.62194026	4.47437998
55.20000000	0.45171623	4.87725261
55.40000000	0.59525179	4.76774595
55.60000000	0.52664471	4.89509413
55.80000000	0.63231300	4.96424833
56.00000000	0.58402639	4.80567438
56.20000000	0.51114472	5.10411293
56.40000000	0.69436769	4.98946887
56.60000000	0.61254907	4.98880847
56.80000000	0.46745192	5.01251370
57.00000000	0.53991070	5.28842027
57.20000000	0.64763215	5.16637487
57.40000000	0.61451082	5.32029219
57.60000000	0.67616867	5.14882182
57.80000000	0.57621950	5.35573974
58.00000000	0.62043112	5.29145075
58.20000000	0.64230928	5.39136120
58.40000000	0.56676486	5.39188967
58.60000000	0.69209127	5.48715610
58.80000000	0.56564355	5.45715341
59.00000000	0.73763342	5.61916318
59.20000000	0.62652333	5.52022634
59.40000000	0.78095296	5.73284115
59.60000000	0.76256058	5.55268833
59.80000000	0.72474042	5.63856748
60.00000000	0.61337105	5.73239028
60.20000000	0.78673640	5.83143939
60.40000000	0.70176212	5.80687619
60.60000000	0.83945267	5.92799443
60.80000000	0.76765054	5.77454233
61.00000000	0.69252784	6.02005196
61.20000000	0.78555265	5.98505919
61.40000000	0.73369691	6.15116117
61.60000000	0.85842678	6.18211260
61.80000000	0.89965545	6.16862419
62.00000000	0.83488371	6.14897648
62.20000000	0.76649086	6.23447903
62.40000000	0.80519732	6.44103576
62.60000000	0.94532351	6.34362136
